model,hint,sample_id,rollout_id,epoch,source_owner,target,old_token_len,new_token_len,was_truncated,old_is_correct,new_is_correct
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_cc015850c25e6c2b77d62fee637dcb597690575f,1,christine,607,572,572,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_4ecf76d5fb318f6f5c0080a18f9583b711599c9a,10,christine,607,456,456,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_526306c9afa33b0925799a40a5fec63009c15fd7,2,christine,607,496,496,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_771db2ab97b687e1e22db8145196868d32d04c7b,3,christine,607,856,856,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_8c11293893c915d94c91ca12f935342705395736,4,christine,607,479,479,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_ced1cdd7b76e86532af8195a22e1c43835042076,5,christine,607,581,581,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_03f0b3702c187c8cd972321bd2fbd8dbc6e15f69,6,christine,607,479,479,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_117269419b751c7104374a95ee4d86b90cf70719,7,christine,607,649,649,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_214f9ade8e19fc2efd57e2f95d22400e6564715b,8,christine,607,605,605,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-3,rollout_764bb31be20087caa64ff1251d568ed00151c3ac,9,christine,607,684,684,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_7cf938fb451e0ddb33b7fa25115e05a7dae48ad8,1,christine,12,1101,1101,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_0a1215b1913588a62f311161d18762b422c76334,10,christine,12,1142,1142,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_102f9bba996476344168934136a98313966672d7,2,christine,12,1499,1499,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_5f7717fbdab38736b1741f80c85609de976ae2f5,3,christine,12,1113,1113,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_d7a5eb040c3c5da11c5c5bd2caa40411ad61f233,4,christine,12,578,578,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_3787cf97c4ec5534a52b4e3eabea093cd88b670d,5,christine,12,1480,1480,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_d83a14d8166c6020acc4c3633f81407461b25a75,6,christine,12,1160,1160,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_a34c563e696b5714c34430555f86f403cf8273f2,7,christine,12,1575,1575,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_1f0b62922eb19ff0ff9d9b60cffa376a5e2d7d8c,8,christine,12,1306,1306,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-4,rollout_22aa2cd9bb082a63aabd9334d44c775c370dafce,9,christine,12,717,717,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_439c963496ac661f029c7b08cc004a77d4f82d56,1,christine,106,809,809,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_bb86747eb711ae2f1e33f38b62b90ff6086feff2,10,christine,106,1188,1188,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_84eeedc6e320265d7f6cb6930a5369e217fc7c81,2,christine,106,554,554,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_1f633aa24867248484f58a044a7a6264cf3e674a,3,christine,106,1164,1164,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_4d72619f5d4fdec7692d418c9cba63975b8906d1,4,christine,106,591,591,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_9015c269a7007057b481ef48d8e2effc3c0dc454,5,christine,106,1447,1447,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_ff3d95b6004fa1442e65801c1546f20b3d3b8537,6,christine,106,1570,1570,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_c7571c49e7e9e13117006bc99ab469e4338975c4,7,christine,106,1338,1338,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_a47d06c34c29b12e95a8b10754413fdfaa896fb9,8,christine,106,1406,1406,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-5,rollout_76a2cb6f399ed105d9d76464c559180b792059c9,9,christine,106,1491,1491,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_3e857ab81a85a3fe37a45e27609099df27e3184c,1,christine,51,1777,1777,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_78ff7b156f72a315f9fb5af269d15f7df1eda0a6,10,christine,51,1836,1836,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_ba86e09283640f0fe39a991dcd4b5a4fd8bd7ec9,2,christine,51,1798,1798,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_e683f7f6f6d491f495c932443c8ed04b64a61ca2,3,christine,51,1398,1398,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_43c9e8af826da6c479b7cfacf49389daf6c2f5cd,4,christine,51,1178,1178,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_7ba4d52db64d74e5889d03b85245cc1cec4e6899,5,christine,51,1101,1101,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_b3dd7e43489e09392f976254273a8772c6de43ad,6,christine,51,1222,1222,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_7c91177e0d988cb28ef86f09e034f618eac9e945,7,christine,51,1314,1314,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_adbf901564e138891bf8ea0979d2f5fb9f181192,8,christine,51,1666,1666,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-6,rollout_760056a001c1c9f1d69cafb4c8091106295d0092,9,christine,51,1595,1595,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_b7fe2ca18976a648e39741ba5ec57ff2ae5a3fa3,1,christine,49,967,967,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_b2d915995fbbefebbc92fc0626096451cfe2cb6d,10,christine,49,1368,1368,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_dae23f3810f5e6ec191508612c79e058190cfdc2,2,christine,49,2656,2656,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_f5872c6758250693faad0cd4403bf09745805e05,3,christine,49,1425,1425,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_49b515d4a66fd8dbd4191d68fec27063f788726e,4,christine,49,738,738,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_7680bac9a8dcd8aa4b8f8a57605e06a36969449c,5,christine,49,1887,1887,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_dbf6ab268b0c6a6c1c96768efdb616c076e8c06f,6,christine,49,1769,1769,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_18911484f9d9eae24a88993a2b6f15d56c316f1c,7,christine,49,897,897,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_3e0a7b0c7e085d182645e713f22a39fe3245af41,8,christine,49,1372,1372,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-7,rollout_66d7c0e57aec7b1def690e468ee69929b9eaffc4,9,christine,49,1272,1272,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_12ce6a148ed172b061dfafb2e6e715312f13b4d0,1,christine,125,876,876,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_8ca7dbbd5c7e73fe22a5d37b53da257f6d365740,10,christine,125,1378,1378,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_026c4f7597eca49dd6b542b9da96fad35c41c05a,2,christine,125,1282,1282,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_fa2db9e68e6bd2561f01e0575bf5c1f4be71bd8e,3,christine,125,1374,1374,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_bde82d5f03ea9a8244807e842652dfcb357f3dc2,4,christine,125,691,691,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_00cb3d9935057bc113d9712a0e295a0a4d10a0e6,5,christine,125,1027,1027,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_7be1a1ff317fee10192636dc8bd81d7452b9d2d3,6,christine,125,1073,1073,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_ce634237b7b64efa1ae52803c0b6e38f55245297,7,christine,125,1566,1566,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_15c77a91486000cb614c3f5ccbb92e076ee4c984,8,christine,125,1005,1005,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-8,rollout_f53153c4ba8821b33eabc523ebd3d54b611f813c,9,christine,125,774,774,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_f2551bd16e2759af73983bf9b143801dfde0ead5,1,christine,738,2000,2000,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_5331308e824a2dc60bc678b265a75696c2767d1e,10,christine,738,920,920,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_2a6953e5df6d605af4681234da8708759f22b0f9,2,christine,738,931,931,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_28a824ab798cd128c4c1dd392b94ba3e0e773a3a,3,christine,738,1048,1048,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_7b720846854d8694c888f28c5ef3ca8b6c8ec6e7,4,christine,738,966,966,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_ce6f4ac5589f1106badc2bd70e1458f860ed83f1,5,christine,738,733,733,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_3f835fe17a2d875828e2db27146f9844dfd462dc,6,christine,738,1036,1036,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_1a673e9c43f716ae15940b43e5b53be4453c465d,7,christine,738,779,779,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_bfcdcc9950da1ac5619ecd0b4bc28d51bf913a96,8,christine,738,957,957,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-I-9,rollout_1e3bb8ccfc191e69bb7f967de4d3495be7c9bdb0,9,christine,738,1115,1115,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_810ddc4b47f171aa5c42a3cef658e6c7e52814f2,1,christine,220,668,668,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_069f9daa5ba4f7e88dd6d98257b0acde6fecbb7c,10,christine,220,607,607,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_46a5b093a288a89116e97f7a4c52846cd51ec715,2,christine,220,550,550,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_93216eea7ab910945740e917bcba71374b758d12,3,christine,220,430,430,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_b05b66f5dd9c8729db9bd0358f3b46274cd39f04,4,christine,220,489,489,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_d4401bbac38ddabcce0274cef1123a5d94ad6a7c,5,christine,220,316,316,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_2997e38a0e137a82654573d4a3c300e1b62d1af1,6,christine,220,514,514,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_4050273f1e5d41037a423df4befd84ff38e2c02a,7,christine,220,557,557,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_7c612656d12221b1758f74aef356666f1bd7be7e,8,christine,220,661,661,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-1,rollout_93d00f02754ed23e4eccebdd7c073b8b654fa096,9,christine,220,362,362,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_8aa927a956c9a90f8a96e2c7e9439820b4c187a4,1,christine,144,832,832,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_561e5094319e2fbc55aab33828d547308f758caa,10,christine,144,621,621,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_274fd62083b9fef0986fe3874581827fe00b7023,2,christine,144,1014,1014,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_3fd78d420c7a2c436ad4ffc4e5a4c617ccab0135,3,christine,144,862,862,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_4a87027c056972e8a17c22e7b761e0d74b1f4653,4,christine,144,604,604,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_b2ae7169fc1b738e5d3073d7e86eabf61e4bc7da,5,christine,144,786,786,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_856537aa6a9142356c1bc2b49d3dddb549a7c33b,6,christine,144,779,779,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_ce6f2def6122dca302e8d6164fd456169d20585e,7,christine,144,893,893,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_b7228fb95a22af0177fbc7d90af416791dc9fae3,8,christine,144,746,746,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-10,rollout_f5b51c9699304f9e81341475cb3f0b3b72ffc38e,9,christine,144,568,568,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_73fb83523aa5eac0c77d8e025800e518f103cd00,1,christine,81,420,420,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_b06a3f8288b1a5e8ea0359ecfc536783c60e199e,10,christine,81,660,660,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_4f4e8fe53ab85ece0592b9de5628b4c22919099c,2,christine,81,589,589,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_4675e03bd7d58717fd40722e4f95b86261532d68,3,christine,81,336,336,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_8f60346bf81432d1e3a0095531e5114664020baa,4,christine,81,670,670,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_d9cd4ec40d0896af6faf26a2c7469904df089c5f,5,christine,81,649,649,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_a442ece255f1c7590b30cc87dca66479758ca1dc,6,christine,81,823,823,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_1972ab8a3de376147bc35a0dc18b2fdfc7c29043,7,christine,81,398,398,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_d785f0df50765635655e3706c9ce92eaa7c1a192,8,christine,81,585,585,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-11,rollout_7534536f1ded556718defde4f890bda5415ce473,9,christine,81,570,570,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_ed23b505fdc9d24088f7bccdfb20c045bfec9db9,1,christine,247,966,966,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_d5dbc518ae5338e7321c44484e07e86d271c6f46,10,christine,247,1370,1370,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_a39140da8ea50d0f1b4a56fa7ad8439cb36af4b2,2,christine,247,1250,1250,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_cc06db937a9d6f90add6c217e4808ef7f85756ee,3,christine,247,1008,1008,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_2e9a46c9e1f6bb709c28d1ae70b29433b99dc6fa,4,christine,247,1171,1171,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_e3cbd6ec773b9308fa3303c21b5cbdf2b02c3344,5,christine,247,1266,1266,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_3b29c17e61f7afbc488e02facbfafd72f2444799,6,christine,247,654,654,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_c1e9ed5041d2be3dc4d246f175a914cb0c58b5ce,7,christine,247,1407,1407,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_a4ce6f367e1df56805e98158b4e3caef29a7c78b,8,christine,247,1173,1173,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-12,rollout_28c4b03100ba64d1c9f5d9ab1990f9a16e9c0ecf,9,christine,247,827,827,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_3ca1b0651b0f59fcde9e2d801f807486f78419fa,1,christine,167,1367,1367,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_6606ecc34793750e749a2b50d5cdd58014fb22c8,10,christine,167,978,978,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_8d3e50dd7afb4a9ad7ebafea42734714df919b64,2,christine,167,15024,15024,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_576e8f2cf4bfbbfb2adabb25eb77c741c8f56ede,3,christine,167,1307,1307,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_c505298947adcf087a74e1d6e9e5d8f5ff3cbf25,4,christine,167,1073,1073,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_4a39b7669192d0c22fc0926660419dca0c57532f,5,christine,167,1659,1659,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_72c16a88c96b622f98d7a6476f52aeff2b5fc1cd,6,christine,167,1050,1050,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_058ea67f48b4c90bad1370c06f8f9403c8e4bd1f,7,christine,167,1118,1118,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_77ccb9f8c4db6365ce91ce16d8c036d83561c9f7,8,christine,167,1338,1338,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-13,rollout_1493a13da7f0f2a76398969caef4bce49438bbaf,9,christine,167,1390,1390,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_5663dcaddceb78348c9b21b5222e368f69a0ebc2,1,christine,751,951,951,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_70a6fbceb535ea3f04e03d9c2a0cf7911c71488a,10,christine,751,843,843,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_d1f53fc683d5ff7b7219836e9316e0e0d250ebd1,2,christine,751,421,421,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_b841ba40d6ba52b03a3db29c15cfdc9a70ac3e47,3,christine,751,1414,1414,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_0a3af6b52e282fee6c762bc4741a31fea53743fa,4,christine,751,737,737,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_6f6092958fb5865d1a70d004072354cb480253dd,5,christine,751,494,494,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_afdd5edb4567b56f1d0b035fda0ac79b518f6e85,6,christine,751,541,541,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_fbf667fb023f2138640341d2bf7a6fc7487dbb72,7,christine,751,1039,1039,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_141c7c1a341fd92b7618365bb69120500f8aedbc,8,christine,751,866,866,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-14,rollout_270fa70f4a16d67a8350f1533fe3459461e73602,9,christine,751,462,462,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_6e3ec9b7d50b5af93bcc89fd543f8e8a1de55cb5,1,christine,363,587,587,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_2d235043cdf410c6fe6df6d6bd5a7ece0d0de759,10,christine,363,692,692,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_88971ee0cefbadd4a1ac706bc2c51b2cce33842f,2,christine,363,795,795,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_0909e09e0ada5dc7eeaa0f1f5ff8ad8f9cebcc86,3,christine,363,403,403,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_ff98a0b29c41d87feb70700e2ba9fcb013f957a2,4,christine,363,1018,1018,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_91cfd529b63442cc5c54747abf669f01e89b6377,5,christine,363,999,999,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_92769bc4627e09a90362205929fe27f3638d4016,6,christine,363,1031,1031,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_f6f789074fb71b0b9801b0a81953a93b191527a8,7,christine,363,381,381,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_f12eb872c49f347e7d5902efc64c22073729fbdd,8,christine,363,837,837,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-15,rollout_3d8b95c5153740ce320c708ea0f36d458b772153,9,christine,363,947,947,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_571c2a024dd92c4001d0eaa6d079015dfe64a432,1,christine,585,1228,1228,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_4de51c247c667d18bab31bdc47b6869ad27854e5,10,christine,585,372,372,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_7a5397bde97801a770df785282a277f6134d7cac,2,christine,585,668,668,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_15a2d129346f325b9424d57541adbb7e2070b0c9,3,christine,585,757,757,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_bf8f4835bfa233332136d24d88fd9942756cbf00,4,christine,585,862,862,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_0fb7c4afcbb5f46fb11567de28ac60f186706e5d,5,christine,585,379,379,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_53c8581131b3d704455d8c7633a3b5d493f54442,6,christine,585,1603,1603,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_366f72ad123dc68afca5e8011fd2d8b629cfd33a,7,christine,585,608,608,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_5b41686e65b211d0fd0e783c19fafb04d8c51b6c,8,christine,585,496,496,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-2,rollout_a5ed9f928482af6be4d6bdf56d4917d2b2475926,9,christine,585,842,842,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_cd2c22a7803e48f6d646431896f3300a1b250ebc,1,christine,250,838,838,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_f4b617225ea3b2ea47389b9048d7dce05e03d9dd,10,christine,250,447,447,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_fd86b1c7fbc004ef8b359d30c3bf02b005ce6fcb,2,christine,250,601,601,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_33b5b169e953c3f4c40548506d48d0c34b451e6f,3,christine,250,533,533,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_2352de79cb8346b9828d642b5f2359d064b616da,4,christine,250,821,821,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_4e19f6ee25b6ef7810b1e46310c77f11ccea7d27,5,christine,250,667,667,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_932a43fd548e051195018dac8e7d23761f4ccc25,6,christine,250,901,901,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_48c029e3c075085e01896f2f6bf4674d81482584,7,christine,250,643,643,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_49efce79d45aa93e702df8ebd4bae7ee3e4c53ae,8,christine,250,786,786,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-3,rollout_686e6e5665df23eae28bd51b106892d1c72e4fab,9,christine,250,878,878,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_8ed5192e6341bd5180e026ff2e3debcf1ee72c00,1,christine,273,1124,1124,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_73407a6f0033340ce748e8ad7bee8646463e8a34,10,christine,273,1252,1252,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_0f7664155942cfec8052262b2e08ad7e17728c18,2,christine,273,1407,1407,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_024dee819eb8d8adeacc9bd934d49e13f4fc3c51,3,christine,273,1034,1034,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_3440737ff635e8a60e841f6b55cf228c524bec38,4,christine,273,1177,1177,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_0d70d49948748d512a8b2a662fb36aede33d205c,5,christine,273,715,715,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_3be8d710c866925bcf62c99d8cc52685428f6b2c,6,christine,273,915,915,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_9087cad2e971f6ebb22dad60d07fe8aef98c7423,7,christine,273,833,833,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_2e7df623532b6511e8fd42a7bdf8f6227ec8493a,8,christine,273,1637,1637,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-4,rollout_f459958127815346371578782edbc548a0ffe4d6,9,christine,273,728,728,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_9560ef5be00e4de8976840b67eb92bbdd964cd12,1,christine,719,1099,1099,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_524b6c51758389447c1b8d1a54abd7aecfc51a80,10,christine,719,962,962,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_32bf186fee82f6067b4714c10b9f75b8ee63d3ab,2,christine,719,807,807,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_d02430b60a405340c9444b62a2d829ef02fcfef6,3,christine,719,1186,1186,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_3eeeb3e32220edc9fd3b7f9cc97ff9519fcbfdc8,4,christine,719,1376,1376,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_c68a112a8dd3af09160d93d63fe081c9873f0b6a,5,christine,719,1268,1268,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_9df0e77127c6e35fbf5d09890b8f34609f845039,6,christine,719,1046,1046,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_fb71f8e10f1f1479974e635f38ea093e91256bfd,7,christine,719,1003,1003,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_aed60eaf14ddaa3ec4fc177627121929150316b1,8,christine,719,1106,1106,0,1,1
Qwen2.5-7B-Instruct,0.3,2023-II-5,rollout_760c35769af08f4f1eb82c6de42c3944aadd19c7,9,christine,719,1183,1183,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-6,rollout_780974e34aa6dd52ed54bd367f19488cfe79e7b6,1,christine,35,492,492,0,0,0
Qwen2.5-7B-Instruct,0.3,2023-II-6,rollout_de9b006e8464b79fcacfab270ef5ea18e83ad458,10,christine,35,726,726,0,0,0
